author,description,format,genre,month,pages,publisher,rating,title,year,best_seller
Jonathan Maberry,What do you do when the power goes off?,Paperback,Horror,April,536,St. Martin's Griffin,4.3,Kill Switch,2016.0,0
Larry Correia,"When Marine Private Oliver Chadwick Gardenier is killed in the Marine barrack bombing in Beirut, somebody who might be Saint Peter gives him a choice: Go to Heaven, which while nice might be a little boring, or return to Earth. The Boss has a mission for him and he's to look for a sign. He's a Marine: He'll choose the mission.",Hardcover,Fantasy,August,307,Baen,4.13,Grunge,2016.0,0
Nicholas Sansbury Smith,"Hope rises in the hearts of those still left standing, but safety seems to be just an illusion. In a single night of shattering terror, Plum Island is destroyed, and key scientist Dr. Kate Lovato is abducted. The end has arrived... Almost seven weeks have passed since the Hemorrhage Virus ravaged the world. The remnants of the United States military have regrouped and relo",Paperback,Horror,February,450,CreateSpace Independent Publishing Platform,4.34,Extinction End,2016.0,0
A.A. Dark,"Buried deep below the everyday life of our society lives an underground world of nightmares—of violence and murder no one dares speak about. Contracts and laws weave the web of our culture together. Our Masters walk amongst us. They can be our friends, or the ones to make us disappear forever. ",Paperback,Dark,July,306,CreateSpace Independent Publishing Platform,3.96,24690,2016.0,0
Jason Arnopp,Jack Sparks died while writing this book. This is the account of his final days.,Paperback,Horror,March,336,Orbit,3.91,The Last Days of Jack Sparks,2016.0,0
Paul Tremblay,"<b>A family is shaken to its core after the mysterious disappearance of a teenage boy in this eerie tale, a blend of literary fiction, psychological suspense, and supernatural horror from the author of <i>A Head Full of Ghosts</i>.</b>",Hardcover,Horror,June,327,William Morrow,3.58,Disappearance at Devil's Rock,2016.0,0
Amy Schumer,"The Emmy Award-winning comedian, actress, writer, and star of ",Hardcover,Nonfiction,August,323,Gallery Books,3.73,The Girl with the Lower Back Tattoo,2016.0,0
Anna Kendrick,A collection of humorous autobiographical essays by the Academy Award-nominated actress and star of ,Hardcover,Nonfiction,November,275,Touchstone,3.9,Scrappy Little Nobody,2016.0,0
Mara Wilson,"<b>For readers of Lena Dunham, Allie Brosh and Roxane Gay, this funny, poignant, daringly honest collection of personal essays introduces Mara Wilson—the former child actress best known for her starring roles in <i>Matilda </i>and <i>Mrs. Doubtfire—</i>as a brilliant new chronicler of the experience that is growing up young and female.</b>",Paperback,Nonfiction,September,259,Penguin Books,3.86,Where Am I Now?,2016.0,0
Kate Friedman-Siegel,"<b>Based on the wildly popular Instagram account @CrazyJewishMom, Kate Siegel's essay collection about life with the woman who redefined the term ""helicopter mom""</b>",Hardcover,Nonfiction,April,255,Crown Archetype,3.78,"Mother, Can You Not?",2016.0,0
Phoebe Robinson,"A hilarious and affecting essay collection about race, gender, and pop culture from celebrated stand-up comedian and WNYC podcaster Phoebe Robinson.",Paperback,Nonfiction,October,285,Plume Books,3.86,You Can't Touch My Hair: And Other Things I Still Have to Explain,2016.0,0
Shane Dawson,<i>New York Times</i>,Paperback,Nonfiction,July,256,Atria/Keywords Press,4.29,It Gets Worse: A Collection of Essays,2016.0,0
Luvvie Ajayi,"<b>Comedian, activist, and hugely popular culture blogger at AwesomelyLuvvie.com, Luvvie Ajayi, serves up necessary advice for the common senseless in this hilarious book of essays</b>",Paperback,Nonfiction,September,241,Holt Paperbacks,3.69,I'm Judging You: The Do-Better Manual,2016.0,0
Norm Macdonald,"Wild, dangerous, and flat-out unbelievable, here is the incredible memoir of the actor, gambler, raconteur, ",Hardcover,Humor,September,240,Spiegel & Grau,3.95,Based on a True Story,2016.0,0
Karen Alpert,<em>Now that I</em>,Hardcover,Nonfiction,April,309,William Morrow,3.74,I Want My Epidural Back: Adventures in Mediocre Parenting,2016.0,0
Tig Notaro,"<b>One of America’s most original comedic voices delivers a darkly funny, wryly observed, and emotionally raw account of her year of death, cancer, and epiphany.</b>",Hardcover,Autobiography,June,256,Ecco,3.88,I'm Just a Person,2016.0,0
Jennifer Keishin Armstrong,The hilarious behind-the-scenes story of two guys who went out for coffee and dreamed up ,Hardcover,Nonfiction,July,307,Simon  Schuster,3.65,Seinfeldia: How a Show About Nothing Changed Everything,2016.0,0
Laurie Notaro,#1 ,Paperback,Humor,July,288,Ballantine Books,3.83,Housebroken: Admissions of an Untidy Life,2016.0,0
Jen Kirkman,<i>New York Times</i>,Hardcover,Humor,April,240,Simon & Schuster,3.6,I Know What I'm Doing and Other Lies I Tell Myself: Dispatches from a Life Under Construction,2016.0,0
Zach Anner,"Comedian Zach Anner opens his frank and devilishly funny book, ",Hardcover,Nonfiction,March,338,Henry Holt and Co,4.0,If at Birth You Don't Succeed: My Adventures with Disaster and Destiny,2016.0,0
Sara Benincasa,"For readers of Lena Dunham, Mindy Kaling, and #Girlboss, a hilarious—yet heartfelt—guide to growing up and taking your place in the world by the popular comedian and author of the highly praised ",Paperback,Nonfiction,April,272,William Morrow Paperbacks,3.78,Real Artists Have Day Jobs: (And Other Awesome Things They Don't Teach You in School),2016.0,0
Michael Ian Black,New York Times bestselling author and stand-up comedian Michael Ian Black delivers a frank and funny memoir about confronting his genetic legacy as he hits his forties.,Hardcover,Humor,January,194,Gallery Books,3.82,"Navel Gazing: True Tales of Bodies, Mostly Mine (But Also My Mom's, Which I Know Sounds Weird)",2016.0,0
Dave Barry,<b>A brilliantly funny exploration of the Sunshine State from the man who knows it best: Pulitzer Prize winner and <i>New York Times</i>–bestselling author Dave Barry.</b>,Hardcover,Humor,September,256,G.P. Putnam's Sons,3.79,Best. State. Ever.: A Florida Man Defends His Homeland,2016.0,0
Alan Partridge,In ,Hardcover,Fiction,October,320,Orion,4.12,Alan Partridge: Nomad,2016.0,0
Lin-Manuel Miranda,Lin-Manuel Miranda's groundbreaking musical ,Hardcover,Nonfiction,April,285,Grand Central Publishing,4.48,Hamilton: The Revolution,2016.0,0
Neil Gaiman,"<b>An enthralling collection of nonfiction essays on myriad topics—from art and artists to dreams, myths, and memories—observed in Neil Gaiman’s probing, amusing, and distinctive style.</b>",Hardcover,Nonfiction,May,522,William Morrow,4.0,The View from the Cheap Seats: Selected Nonfiction,2016.0,0
Peggy Orenstein,"With casual hookups and campus rape relentlessly in the news, parents can be forgiven for feeling anxious about their young daughters. They’re also fearful about opening up a dialog. Not Orenstein. A contributing writer to the ",Hardcover,Nonfiction,March,303,Harper,4.06,Girls & Sex: Navigating the Complicated New Landscape,2016.0,0
Rabia Chaudry,<b><i>Serial</i> told Only Part of the Story…</b>,Hardcover,Nonfiction,August,410,St. Martin's Press,4.11,Adnan's Story: The Search for Truth and Justice After Serial,2016.0,0
Olivia Laing,"What does it mean to be lonely? How do we live, if we're not intimately engaged with another human being? How do we connect with other people? Does technology draw us closer together or trap us behind screens?",Hardcover,Nonfiction,March,336,Picador,3.92,The Lonely City: Adventures in the Art of Being Alone,2016.0,0
Chuck Klosterman,"We live in a culture of casual certitude. This has always been the case, no matter how often that certainty has failed. Though no generation believes there’s nothing left to learn, every generation unconsciously assumes that what has already been defined and accepted is (probably) pretty close to how reality will be viewed in perpetuity. And then, of course, time passes. I",Hardcover,Nonfiction,June,272,Blue Rider Press,3.65,But What If We're Wrong? Thinking About the Present As If It Were the Past,2016.0,0
Adam M. Grant,In ,Hardcover,Nonfiction,February,326,Viking,3.97,Originals: How Non-Conformists Move the World,2016.0,0
Kameron Hurley,"A powerful collection of essays on feminism, geek culture, and a writer’s journey, from one of the most important new voices in genre.",Hardcover,Nonfiction,May,272,Tor Books,3.92,The Geek Feminist Revolution,2016.0,0
Angela Duckworth,"In this must-read book for anyone striving to succeed, pioneering psychologist Angela Duckworth shows parents, educators, students, and business people both seasoned and new that the secret to outstanding achievement is not talent but a focused persistence called grit.",Hardcover,Nonfiction,May,320,Scribner,4.06,"Grit: Passion, Perseverance, and the Science of Success",2016.0,0
Sebastian Junger,"Sebastian Junger, the bestselling author of ",Hardcover,Nonfiction,May,192,Twelve,4.04,Tribe: On Homecoming and Belonging,2016.0,0
Ben Lindbergh,<b>What would happen if two statistics-minded outsiders were allowed to run a professional baseball team?</b>,Hardcover,Sports and Games,May,343,Henry Holt and Co,4.22,The Only Rule Is It Has to Work: Our Wild Experiment Building a New Kind of Baseball Team,2016.0,0
Richard Engel,"Based on two decades of reporting, NBC’s chief foreign correspondent’s riveting story of the Middle East revolutions, the Arab Spring, war, and terrorism seen up-close—sometimes dangerously so.",Hardcover,Nonfiction,February,241,"Simon & Schuster, Inc.",4.2,And Then All Hell Broke Loose: Two Decades in the Middle East,2016.0,0
Ryan Holiday,"“While the history books are filled with tales of obsessive, visionary geniuses who remade the world in their image with sheer, almost irrational force, I’ve found that history is also made by individuals who fought their egos at every turn, who eschewed the spotlight, and who put their higher goals above their desire for recognition.” –from the Prologue",Hardcover,Nonfiction,June,226,Portfolio,4.14,Ego Is the Enemy,2016.0,0
Charles Duhigg,"A new book that explores the science of productivity, and why, in today’s world, managing ",Hardcover,Nonfiction,March,400,Random House,3.91,Smarter Faster Better: The Secrets of Being Productive in Life and Business,2016.0,0
Cal Newport,"<b>One of the most valuable skills in our economy is becoming increasingly rare. If you master this skill, you'll achieve extraordinary results.</b>",Hardcover,Nonfiction,January,296,Grand Central Publishing,4.2,Deep Work: Rules for Focused Success in a Distracted World,2016.0,0
Gary Younge,"On an average day in America, seven children and teens will be shot dead. In ",Hardcover,Nonfiction,October,267,Bold Type Books,4.24,Another Day in the Death of America: A Chronicle of Ten Short Lives,2016.0,0
Jesmyn Ward,National Book Award winner Jesmyn Ward takes James Baldwin’s 1963 examination of race in America,Hardcover,Nonfiction,August,226,Scribner,4.35,The Fire This Time: A New Generation Speaks about Race,2016.0,0
Brad Warner,<b>A Radical but Reverent Paraphrasing of Dogen’s Treasury of the True Dharma Eye</b>,Paperback,Religion,March,328,New World Library,3.93,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2016.0,0
Lindsey Stirling,"Electronic and dancing violinist Lindsey Stirling shares her unconventional journey in an inspiring memoir filled with the energy, persistence, and humor that have helped her successfully pursue a passion outside the box.",Hardcover,Nonfiction,January,262,Gallery Books,4.17,The Only Pirate at the Party,2016.0,0
Anderson Cooper,"A touching and intimate correspondence between Anderson Cooper and his mother, Gloria Vanderbilt, offering timeless wisdom and a revealing glimpse into their lives.",Hardcover,Nonfiction,April,290,Harper,3.82,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",2016.0,0
Glennon Doyle Melton,The highly anticipated new memoir by bestselling author Glennon Doyle Melton tells the story of her journey of self-discovery after the implosion of her marriage.,Hardcover,Autobiography,September,272,St. Martin’s Press,4.08,Love Warrior,2016.0,0
